O,A-1,A-2,A-3,A-4,A-5,A-all,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,T-all
2.964285714,0.428571429,0.464285714,0.321428571,0.357142857,-0.035714286,3.321428571,-0.285714286,0.107142857,0.035714286,0.25,0.321428571,-0.035714286,-0.035714286,0.678571429,2.714285714
2.965517241,0.448275862,0.137931034,-0.068965517,-0.137931034,-0.137931034,3.034482759,-0.034482759,0.206896552,-0.103448276,0.206896552,0.068965517,-0.310344828,-0.034482759,0.344827586,2.862068966
2.965517241,0.310344828,0.24137931,0.103448276,0.068965517,0.172413793,3.137931034,-0.344827586,0.137931034,-0.103448276,0.137931034,0.103448276,-0.103448276,-0.379310345,0.310344828,2.862068966
2.965517241,0.482758621,0.310344828,0.103448276,0.103448276,0.034482759,3.24137931,-0.034482759,0.103448276,-0.137931034,-0.172413793,-0.206896552,0.0,-0.275862069,0.275862069,2.827586207
2.965517241,0.0,-0.275862069,-0.137931034,0.068965517,-0.103448276,2.793103448,-0.103448276,0.068965517,0.0,0.068965517,0.0,-0.068965517,-0.310344828,0.172413793,2.689655172
2.965517241,0.0,0.068965517,-0.137931034,-0.034482759,0.172413793,3.068965517,-0.172413793,0.172413793,-0.034482759,0.0,0.344827586,-0.310344828,0.068965517,0.310344828,2.75862069
2.965517241,0.172413793,0.137931034,0.137931034,0.034482759,0.137931034,3.24137931,-0.620689655,-0.275862069,-0.275862069,0.0,0.413793103,0.034482759,-0.24137931,0.344827586,2.586206897
2.965517241,0.068965517,0.034482759,-0.137931034,0.0,0.0,3.206896552,-0.24137931,0.034482759,-0.103448276,0.034482759,0.103448276,-0.137931034,-0.206896552,0.24137931,2.793103448
2.965517241,0.068965517,0.068965517,0.344827586,0.206896552,-0.103448276,2.965517241,-0.068965517,0.0,0.034482759,-0.068965517,-0.24137931,-0.103448276,-0.24137931,0.551724138,2.862068966
2.965517241,0.344827586,0.344827586,-0.172413793,0.103448276,0.24137931,3.275862069,0.137931034,0.137931034,0.137931034,0.068965517,0.448275862,0.068965517,0.034482759,0.172413793,2.75862069
2.965517241,0.310344828,0.310344828,0.068965517,-0.034482759,0.24137931,3.24137931,-0.068965517,-0.068965517,-0.206896552,-0.103448276,-0.103448276,-0.379310345,-0.206896552,0.034482759,2.689655172
2.965517241,0.206896552,0.24137931,0.206896552,0.310344828,-0.034482759,3.068965517,-0.103448276,0.206896552,0.068965517,0.137931034,0.275862069,-0.034482759,-0.068965517,0.344827586,2.931034483
2.965517241,0.068965517,-0.034482759,0.448275862,0.068965517,0.24137931,3.034482759,-0.172413793,-0.103448276,0.137931034,0.172413793,0.517241379,0.034482759,0.103448276,0.586206897,3.103448276
2.965517241,0.172413793,0.24137931,-0.103448276,-0.034482759,0.24137931,3.068965517,-0.275862069,0.103448276,-0.068965517,0.103448276,0.310344828,-0.172413793,0.0,0.344827586,2.827586207
2.965517241,0.137931034,0.206896552,0.103448276,0.172413793,0.103448276,3.137931034,-0.620689655,-0.137931034,-0.517241379,-0.034482759,0.103448276,-0.172413793,-0.310344828,0.275862069,2.620689655
2.965517241,0.137931034,0.103448276,0.137931034,0.034482759,-0.034482759,3.172413793,-0.103448276,0.103448276,-0.034482759,0.103448276,0.344827586,-0.034482759,0.068965517,0.517241379,2.896551724
2.965517241,0.24137931,0.172413793,0.344827586,0.310344828,-0.068965517,3.206896552,-0.482758621,-0.103448276,-0.137931034,-0.448275862,-0.206896552,0.137931034,-0.310344828,0.413793103,2.586206897
2.965517241,0.206896552,0.034482759,0.137931034,-0.034482759,-0.034482759,3.24137931,-0.551724138,0.034482759,-0.24137931,-0.103448276,0.413793103,-0.103448276,-0.379310345,0.379310345,2.689655172
2.965517241,0.413793103,0.172413793,0.275862069,0.172413793,-0.172413793,3.24137931,-0.24137931,0.172413793,-0.034482759,0.034482759,-0.620689655,0.24137931,-0.137931034,0.413793103,2.724137931
2.965517241,0.620689655,0.275862069,0.448275862,0.068965517,0.206896552,3.344827586,-0.586206897,0.0,-0.137931034,-0.172413793,0.586206897,0.0,-0.275862069,0.551724138,2.620689655
2.965517241,0.482758621,0.172413793,0.275862069,0.103448276,0.275862069,3.413793103,-0.448275862,0.0,-0.137931034,-0.137931034,0.137931034,-0.034482759,-0.034482759,0.413793103,2.75862069
2.965517241,0.344827586,0.103448276,0.24137931,0.206896552,-0.034482759,3.413793103,-0.24137931,0.137931034,0.068965517,-0.103448276,-0.551724138,-0.275862069,0.0,0.344827586,2.517241379
2.970588235,0.235294118,0.235294118,0.205882353,-0.029411765,0.029411765,3.117647059,-0.264705882,-0.235294118,0.088235294,-0.029411765,0.411764706,0.088235294,-0.029411765,0.264705882,2.735294118
2.970588235,-0.117647059,-0.088235294,0.117647059,0.0,-0.058823529,3.058823529,-0.205882353,-0.117647059,-0.117647059,-0.058823529,0.205882353,-0.205882353,-0.088235294,0.205882353,3.058823529
2.970588235,0.264705882,0.294117647,0.176470588,0.117647059,0.176470588,3.294117647,-0.088235294,0.088235294,0.088235294,0.147058824,0.176470588,-0.029411765,-0.029411765,0.352941176,2.676470588
2.970588235,0.235294118,-0.029411765,0.176470588,0.0,0.088235294,3.235294118,0.029411765,0.117647059,-0.029411765,0.088235294,0.470588235,-0.088235294,0.205882353,0.264705882,2.970588235
2.970588235,0.147058824,0.029411765,0.323529412,0.176470588,0.147058824,3.029411765,0.029411765,0.147058824,0.0,0.176470588,0.088235294,0.0,0.058823529,0.411764706,2.794117647
2.970588235,0.147058824,0.058823529,0.235294118,0.147058824,0.058823529,3.117647059,-0.147058824,0.264705882,0.058823529,0.088235294,0.205882353,0.235294118,0.147058824,0.176470588,2.970588235
2.970588235,0.235294118,0.117647059,0.117647059,0.147058824,0.205882353,3.117647059,0.088235294,0.382352941,0.058823529,0.058823529,0.323529412,0.0,0.117647059,0.441176471,3.058823529
2.970588235,0.029411765,0.058823529,0.264705882,0.147058824,0.088235294,2.764705882,0.088235294,0.029411765,0.205882353,0.176470588,0.441176471,0.088235294,0.235294118,0.294117647,3.0
2.970588235,0.235294118,0.205882353,0.147058824,0.088235294,0.205882353,3.058823529,0.029411765,0.088235294,0.088235294,0.088235294,0.147058824,0.088235294,-0.117647059,0.205882353,2.882352941
2.970588235,0.058823529,0.0,0.235294118,0.029411765,0.0,3.029411765,0.058823529,0.176470588,-0.029411765,-0.058823529,0.205882353,-0.147058824,0.088235294,0.352941176,2.823529412
2.970588235,0.0,0.117647059,0.323529412,0.176470588,-0.235294118,3.029411765,0.264705882,0.294117647,0.176470588,0.117647059,0.176470588,0.176470588,0.235294118,0.529411765,2.823529412
2.970588235,0.264705882,0.264705882,0.088235294,0.147058824,-0.029411765,3.147058824,-0.117647059,0.147058824,0.058823529,0.176470588,0.147058824,0.088235294,-0.147058824,0.117647059,2.735294118
2.970588235,0.529411765,0.294117647,-0.205882353,-0.441176471,0.323529412,3.088235294,-0.176470588,0.264705882,0.235294118,0.294117647,0.411764706,-0.235294118,0.205882353,0.5,2.852941176
2.971428571,-0.314285714,0.114285714,-0.085714286,0.0,0.085714286,2.657142857,0.171428571,0.257142857,0.228571429,0.371428571,0.571428571,0.314285714,0.228571429,0.457142857,3.285714286
2.971428571,-0.228571429,-0.085714286,0.0,0.2,0.057142857,2.685714286,0.057142857,0.371428571,0.057142857,0.2,0.742857143,0.257142857,0.2,0.257142857,3.114285714
2.971428571,0.371428571,-0.028571429,0.314285714,0.114285714,-0.028571429,2.971428571,-0.285714286,0.057142857,0.085714286,-0.114285714,-0.285714286,0.114285714,0.0,0.6,2.742857143
2.971428571,0.142857143,0.228571429,0.571428571,0.2,0.171428571,3.142857143,-0.542857143,-0.028571429,-0.257142857,0.085714286,0.371428571,-0.028571429,-0.342857143,0.628571429,2.742857143
2.971428571,0.428571429,0.285714286,0.342857143,0.114285714,0.0,3.171428571,-0.285714286,-0.285714286,0.114285714,-0.114285714,0.0,0.142857143,-0.085714286,0.457142857,2.942857143
2.971428571,0.314285714,0.2,0.285714286,0.285714286,-0.228571429,3.2,-0.314285714,0.028571429,-0.171428571,-0.228571429,-0.228571429,-0.4,-0.028571429,0.228571429,2.428571429
2.971428571,0.4,0.0,0.342857143,0.314285714,0.0,3.314285714,-0.4,0.171428571,-0.314285714,0.0,0.142857143,0.285714286,-0.142857143,0.314285714,2.714285714
2.971428571,0.542857143,0.428571429,0.371428571,-0.085714286,0.114285714,3.314285714,-0.4,-0.2,-0.257142857,-0.028571429,0.085714286,-0.2,-0.371428571,0.342857143,2.542857143
2.971428571,0.371428571,-0.057142857,0.542857143,0.314285714,-0.4,3.342857143,-0.485714286,-0.171428571,-0.342857143,-0.114285714,-0.485714286,-0.228571429,-0.228571429,0.171428571,2.4
2.971428571,0.4,0.228571429,0.457142857,0.4,0.0,3.4,-0.057142857,0.228571429,0.0,-0.085714286,-0.428571429,0.371428571,-0.142857143,0.342857143,2.828571429
2.971428571,0.628571429,0.342857143,0.142857143,0.228571429,-0.142857143,3.4,-0.714285714,-0.257142857,-0.4,-0.228571429,-0.657142857,0.085714286,-0.4,-0.085714286,2.342857143
2.971428571,0.685714286,0.228571429,0.257142857,0.142857143,0.285714286,3.457142857,-0.171428571,-0.485714286,-0.114285714,-0.085714286,-0.6,-0.371428571,-0.114285714,0.428571429,2.628571429
2.971428571,0.542857143,0.4,0.057142857,0.114285714,0.142857143,3.485714286,-0.457142857,-0.057142857,-0.228571429,-0.028571429,-0.4,-0.114285714,-0.342857143,0.285714286,2.6
3.0,0.076923077,0.076923077,-0.115384615,-0.192307692,0.115384615,2.846153846,-0.307692308,0.038461538,-0.192307692,0.038461538,0.346153846,-0.153846154,-0.115384615,0.423076923,2.961538462
3.0,0.085714286,0.171428571,-0.057142857,-0.228571429,-0.057142857,2.914285714,-0.371428571,-0.057142857,0.085714286,0.057142857,0.371428571,-0.171428571,-0.028571429,0.371428571,2.8
3.0,0.192307692,0.115384615,0.038461538,0.0,-0.115384615,3.0,-0.230769231,0.115384615,-0.153846154,0.076923077,-0.269230769,-0.076923077,0.0,0.423076923,2.807692308
3.0,0.321428571,0.142857143,0.357142857,0.178571429,-0.107142857,3.035714286,-0.178571429,0.0,-0.178571429,0.035714286,0.071428571,0.071428571,-0.071428571,0.285714286,2.714285714
3.0,0.038461538,0.115384615,0.0,-0.038461538,-0.230769231,3.038461538,0.076923077,0.192307692,-0.076923077,-0.038461538,-0.192307692,-0.115384615,-0.038461538,0.423076923,2.846153846
3.0,0.076923077,-0.076923077,0.538461538,0.423076923,0.115384615,3.038461538,0.153846154,0.115384615,0.307692308,0.115384615,0.076923077,0.038461538,0.346153846,0.5,2.961538462
3.0,0.192307692,0.192307692,-0.076923077,-0.115384615,0.038461538,3.076923077,-0.230769231,0.0,-0.115384615,0.153846154,0.192307692,0.0,0.0,0.384615385,2.884615385
3.0,0.115384615,0.038461538,0.076923077,0.076923077,-0.038461538,3.076923077,-0.192307692,0.0,0.0,-0.076923077,-0.153846154,-0.269230769,0.0,0.461538462,2.769230769
3.0,0.115384615,0.192307692,0.423076923,0.230769231,0.153846154,3.076923077,0.230769231,0.115384615,0.192307692,0.192307692,0.115384615,0.115384615,0.230769231,0.538461538,3.076923077
3.0,0.346153846,0.230769231,-0.384615385,0.038461538,0.0,3.076923077,-0.307692308,0.115384615,-0.038461538,0.230769231,0.538461538,-0.115384615,-0.269230769,0.269230769,2.884615385
3.0,0.275862069,0.137931034,0.206896552,0.206896552,0.0,3.103448276,-0.344827586,0.24137931,-0.137931034,-0.137931034,-0.103448276,0.172413793,-0.068965517,0.586206897,2.862068966
3.0,0.314285714,0.171428571,0.171428571,0.228571429,0.114285714,3.114285714,-0.4,0.085714286,-0.085714286,0.142857143,0.6,0.085714286,-0.028571429,0.428571429,2.942857143
3.0,0.371428571,-0.114285714,0.028571429,0.257142857,-0.085714286,3.114285714,-0.457142857,0.0,-0.228571429,-0.114285714,0.114285714,-0.028571429,-0.171428571,0.457142857,2.771428571
3.0,0.076923077,0.153846154,0.115384615,0.076923077,0.038461538,3.115384615,0.0,0.076923077,-0.038461538,0.115384615,-0.153846154,-0.153846154,0.076923077,0.269230769,2.923076923
3.0,0.142857143,-0.114285714,-0.057142857,-0.085714286,0.514285714,3.142857143,0.028571429,0.285714286,0.085714286,0.314285714,0.542857143,-0.542857143,0.142857143,0.485714286,2.971428571
3.0,0.035714286,0.035714286,0.357142857,0.357142857,0.035714286,3.142857143,0.178571429,0.142857143,0.142857143,0.214285714,0.357142857,0.071428571,0.035714286,0.321428571,3.035714286
3.0,0.285714286,0.214285714,0.178571429,0.214285714,0.214285714,3.142857143,-0.357142857,0.107142857,-0.142857143,-0.071428571,0.535714286,-0.142857143,-0.214285714,0.464285714,2.75
3.0,0.115384615,0.076923077,0.115384615,-0.115384615,0.076923077,3.153846154,-0.423076923,0.153846154,-0.153846154,-0.038461538,0.384615385,-0.576923077,-0.076923077,0.384615385,2.653846154
3.0,0.461538462,0.230769231,0.269230769,0.192307692,0.192307692,3.153846154,-0.423076923,-0.115384615,-0.076923077,0.076923077,0.0,0.115384615,0.0,0.346153846,2.653846154
3.0,0.461538462,0.269230769,0.192307692,0.269230769,0.230769231,3.153846154,-0.269230769,0.0,0.076923077,0.076923077,-0.384615385,-0.038461538,-0.115384615,0.115384615,2.769230769
3.0,0.115384615,0.192307692,0.307692308,0.269230769,0.0,3.153846154,0.038461538,0.0,0.153846154,-0.192307692,-0.115384615,0.307692308,0.115384615,0.230769231,2.846153846
3.0,0.384615385,0.153846154,-0.076923077,0.076923077,0.153846154,3.153846154,-0.5,0.076923077,0.076923077,0.038461538,0.307692308,-0.038461538,-0.307692308,0.307692308,2.769230769
3.0,0.448275862,0.137931034,-0.137931034,-0.068965517,0.034482759,3.172413793,-0.310344828,0.103448276,0.0,0.068965517,0.068965517,-0.034482759,0.103448276,0.310344828,2.965517241
3.0,0.413793103,0.103448276,0.24137931,0.103448276,0.068965517,3.172413793,-0.551724138,-0.034482759,-0.275862069,-0.206896552,0.034482759,0.068965517,-0.448275862,0.551724138,2.689655172
3.0,0.5,0.357142857,0.392857143,0.107142857,0.035714286,3.178571429,-0.142857143,0.214285714,0.071428571,-0.035714286,0.071428571,0.178571429,-0.035714286,0.321428571,2.785714286
3.0,0.269230769,0.153846154,0.307692308,0.346153846,0.269230769,3.192307692,0.115384615,0.423076923,0.269230769,0.307692308,0.076923077,0.346153846,0.076923077,0.307692308,2.807692308
3.0,0.307692308,0.230769231,0.461538462,0.269230769,-0.076923077,3.192307692,-0.192307692,0.038461538,0.076923077,0.076923077,-0.192307692,0.0,0.038461538,0.153846154,2.769230769
3.0,0.269230769,0.115384615,0.423076923,0.153846154,0.076923077,3.192307692,0.115384615,0.346153846,0.038461538,0.346153846,0.192307692,0.0,0.153846154,-0.192307692,3.0
3.0,0.230769231,0.192307692,0.153846154,0.115384615,0.230769231,3.192307692,-0.538461538,-0.192307692,-0.230769231,-0.115384615,0.384615385,-0.192307692,-0.307692308,0.230769231,2.692307692
3.0,0.461538462,0.230769231,0.269230769,0.346153846,-0.153846154,3.192307692,0.153846154,0.115384615,-0.076923077,0.038461538,-0.076923077,0.076923077,0.0,0.384615385,2.923076923
3.0,0.192307692,0.230769231,0.269230769,0.230769231,0.0,3.192307692,0.038461538,0.115384615,0.0,0.0,0.115384615,0.192307692,-0.153846154,0.076923077,2.923076923
3.0,0.517241379,0.103448276,0.137931034,0.068965517,0.24137931,3.206896552,-0.620689655,0.0,-0.034482759,0.034482759,0.344827586,-0.068965517,-0.344827586,0.344827586,2.827586207
3.0,0.379310345,0.103448276,0.24137931,0.034482759,0.206896552,3.206896552,-0.689655172,-0.103448276,-0.172413793,-0.103448276,0.103448276,-0.379310345,-0.413793103,0.413793103,2.724137931
3.0,0.076923077,0.153846154,0.423076923,0.269230769,0.269230769,3.230769231,-0.192307692,0.076923077,-0.192307692,0.076923077,0.230769231,-0.153846154,-0.153846154,0.307692308,3.0
3.0,0.230769231,0.153846154,0.269230769,0.307692308,0.038461538,3.230769231,-0.346153846,-0.076923077,-0.346153846,-0.076923077,0.0,-0.230769231,-0.038461538,0.230769231,2.884615385
3.0,0.307692308,0.230769231,0.384615385,0.230769231,0.115384615,3.230769231,-0.538461538,-0.038461538,-0.115384615,-0.076923077,0.230769231,0.038461538,-0.384615385,0.384615385,2.846153846
3.0,0.423076923,0.384615385,0.423076923,0.153846154,0.038461538,3.230769231,-0.307692308,0.192307692,0.153846154,0.192307692,0.346153846,0.115384615,-0.153846154,0.384615385,3.038461538
3.0,0.384615385,0.269230769,0.076923077,0.0,0.076923077,3.230769231,-0.346153846,-0.076923077,0.038461538,0.038461538,0.384615385,-0.115384615,-0.076923077,0.461538462,2.807692308
3.0,0.346153846,0.269230769,-0.153846154,-0.307692308,0.076923077,3.230769231,-0.038461538,0.076923077,0.0,0.307692308,0.461538462,-0.192307692,-0.269230769,0.307692308,2.846153846
3.0,0.379310345,0.137931034,0.413793103,0.172413793,0.103448276,3.24137931,-0.103448276,0.24137931,0.0,0.034482759,-0.344827586,0.275862069,-0.103448276,0.517241379,2.655172414
3.0,0.448275862,0.034482759,0.275862069,0.137931034,-0.206896552,3.24137931,-0.310344828,0.034482759,0.034482759,0.172413793,0.0,0.0,0.0,0.448275862,3.034482759
3.0,0.275862069,0.103448276,0.172413793,0.310344828,-0.103448276,3.24137931,-0.068965517,0.206896552,0.034482759,0.310344828,-0.103448276,0.310344828,0.172413793,0.413793103,2.896551724
3.0,0.137931034,0.172413793,0.24137931,0.24137931,-0.034482759,3.24137931,-0.206896552,0.103448276,-0.068965517,0.034482759,-0.310344828,0.275862069,-0.24137931,0.379310345,2.931034483
3.0,0.392857143,0.357142857,0.392857143,0.357142857,0.071428571,3.25,-0.107142857,0.107142857,-0.178571429,-0.214285714,0.535714286,0.178571429,-0.107142857,0.035714286,2.785714286
3.0,0.457142857,0.114285714,0.628571429,0.4,-0.057142857,3.257142857,-0.2,0.028571429,-0.057142857,-0.028571429,-0.285714286,0.114285714,0.0,0.285714286,2.714285714
3.0,0.153846154,0.192307692,0.0,0.192307692,0.153846154,3.269230769,-0.076923077,0.115384615,-0.192307692,0.076923077,0.076923077,-0.038461538,-0.384615385,0.307692308,2.769230769
3.0,0.230769231,0.269230769,-0.230769231,0.0,0.0,3.269230769,-0.038461538,0.153846154,-0.115384615,0.192307692,0.461538462,0.115384615,-0.038461538,0.230769231,2.884615385
3.0,0.448275862,0.068965517,0.206896552,-0.034482759,0.034482759,3.275862069,-0.310344828,-0.068965517,-0.24137931,0.034482759,-0.034482759,-0.034482759,-0.068965517,0.448275862,2.620689655
3.0,0.342857143,0.2,-0.028571429,-0.057142857,0.114285714,3.285714286,-0.028571429,-0.685714286,-0.028571429,-0.057142857,-0.285714286,-0.085714286,0.142857143,0.314285714,2.828571429
3.0,0.321428571,0.321428571,0.25,0.178571429,-0.071428571,3.285714286,-0.464285714,-0.107142857,-0.321428571,-0.214285714,0.5,-0.035714286,-0.25,0.571428571,2.857142857
3.0,0.206896552,0.137931034,0.137931034,0.0,-0.137931034,3.310344828,-0.137931034,0.172413793,0.103448276,0.137931034,-0.206896552,0.103448276,0.137931034,0.344827586,2.862068966
3.0,0.428571429,0.214285714,0.285714286,0.25,0.107142857,3.321428571,0.0,0.142857143,-0.142857143,-0.035714286,-0.178571429,0.035714286,-0.107142857,0.464285714,2.821428571
3.0,0.5,0.321428571,0.392857143,0.285714286,0.035714286,3.321428571,-0.285714286,0.035714286,-0.142857143,0.0,-0.428571429,-0.071428571,-0.142857143,0.214285714,2.892857143
3.0,0.457142857,0.228571429,0.6,0.4,0.057142857,3.342857143,-0.628571429,-0.2,-0.171428571,-0.171428571,-0.028571429,0.142857143,-0.342857143,0.571428571,2.771428571
3.0,0.413793103,0.206896552,0.172413793,0.068965517,0.068965517,3.344827586,-0.448275862,-0.103448276,-0.068965517,-0.517241379,-0.379310345,0.103448276,-0.24137931,0.24137931,2.620689655
3.0,0.269230769,0.153846154,0.153846154,0.230769231,0.115384615,3.346153846,0.038461538,-0.038461538,0.230769231,0.230769231,0.307692308,-0.423076923,-0.115384615,0.384615385,2.846153846
3.0,0.482758621,0.172413793,0.310344828,0.206896552,0.103448276,3.379310345,-0.551724138,-0.103448276,-0.103448276,0.103448276,0.24137931,0.034482759,-0.413793103,0.482758621,2.793103448
3.0,0.423076923,0.230769231,0.269230769,-0.115384615,0.0,3.423076923,-0.153846154,0.153846154,-0.115384615,-0.076923077,0.192307692,-0.153846154,0.076923077,0.269230769,2.923076923
3.0,0.115384615,-0.038461538,0.346153846,0.269230769,-0.038461538,3.423076923,-0.115384615,0.038461538,0.038461538,0.0,-0.192307692,-0.115384615,0.038461538,0.346153846,2.807692308
3.0,0.538461538,0.269230769,0.423076923,0.192307692,-0.038461538,3.461538462,-0.346153846,0.115384615,-0.230769231,0.076923077,-0.269230769,-0.038461538,-0.192307692,0.461538462,2.807692308
3.0,0.346153846,0.230769231,0.192307692,0.115384615,0.153846154,3.5,-0.346153846,0.115384615,0.0,0.153846154,0.346153846,0.192307692,-0.423076923,0.384615385,2.923076923
3.0,0.384615385,0.461538462,0.0,-0.115384615,0.307692308,3.5,-0.038461538,0.461538462,0.192307692,0.230769231,0.576923077,0.0,-0.076923077,0.615384615,2.884615385
3.0,0.346153846,0.5,0.307692308,0.423076923,0.230769231,3.5,-0.423076923,0.076923077,-0.076923077,0.115384615,0.0,0.269230769,-0.269230769,0.423076923,2.615384615
3.0,0.653846154,0.423076923,0.538461538,0.692307692,0.192307692,3.653846154,0.153846154,0.346153846,0.269230769,0.192307692,-0.230769231,-0.076923077,0.115384615,0.5,2.884615385
3.0,0.620689655,0.310344828,0.413793103,0.482758621,-0.275862069,3.655172414,-0.103448276,-0.068965517,0.137931034,-0.034482759,-0.586206897,-0.137931034,0.034482759,-0.689655172,2.620689655
3.0,0.538461538,0.269230769,0.115384615,0.307692308,0.076923077,3.423076923,-0.076923077,0.038461538,-0.038461538,0.230769231,-0.192307692,0.269230769,0.076923077,0.692307692,2.653846154
3.0,-0.115384615,0.0,0.076923077,0.038461538,0.0,2.846153846,-0.038461538,-0.269230769,-0.115384615,-0.192307692,0.653846154,0.384615385,-0.269230769,0.5,2.846153846
3.0,0.230769231,0.307692308,0.153846154,0.269230769,0.115384615,2.923076923,-0.076923077,0.038461538,-0.038461538,0.0,0.423076923,0.076923077,0.076923077,0.5,3.115384615
3.0,0.307692308,0.076923077,0.307692308,0.346153846,0.115384615,3.0,0.192307692,0.153846154,0.192307692,0.115384615,0.230769231,0.076923077,-0.038461538,0.538461538,3.076923077
3.0,-0.038461538,0.115384615,0.384615385,0.153846154,0.153846154,3.0,0.230769231,0.346153846,0.038461538,0.115384615,0.615384615,0.461538462,0.115384615,0.538461538,3.076923077
3.0,-0.076923077,0.038461538,-0.038461538,-0.192307692,0.0,2.807692308,0.346153846,0.384615385,0.076923077,0.269230769,0.615384615,0.307692308,0.269230769,0.538461538,3.192307692
3.0,0.269230769,0.076923077,0.076923077,0.153846154,-0.384615385,3.076923077,-0.076923077,0.076923077,0.0,0.153846154,-0.346153846,0.153846154,0.038461538,0.192307692,2.769230769
3.0,-0.115384615,0.307692308,0.192307692,0.076923077,0.115384615,2.769230769,0.384615385,0.230769231,0.153846154,0.230769231,0.307692308,0.0,-0.038461538,0.423076923,3.153846154
3.0,0.0,0.038461538,0.230769231,0.230769231,-0.076923077,2.615384615,0.5,0.269230769,0.307692308,0.230769231,0.576923077,0.307692308,0.0,0.0,3.230769231
3.0,0.115384615,0.538461538,-0.192307692,0.0,-0.038461538,3.307692308,-0.192307692,-0.269230769,0.115384615,0.153846154,0.576923077,-0.192307692,-0.076923077,0.576923077,2.769230769
3.0,0.230769231,0.307692308,0.269230769,0.269230769,-0.076923077,3.192307692,0.269230769,0.153846154,0.153846154,0.230769231,0.230769231,-0.269230769,0.115384615,0.423076923,2.807692308
3.0,0.423076923,0.192307692,0.038461538,-0.115384615,-0.038461538,3.153846154,0.038461538,0.038461538,0.038461538,0.038461538,0.076923077,-0.076923077,-0.115384615,0.384615385,2.692307692
3.0,0.230769231,0.307692308,0.115384615,0.346153846,0.076923077,3.423076923,0.5,0.230769231,0.230769231,0.230769231,0.269230769,0.269230769,-0.038461538,-0.538461538,2.769230769
3.0,0.538461538,0.423076923,0.230769231,0.269230769,0.115384615,3.5,0.153846154,0.307692308,0.153846154,0.115384615,0.0,0.192307692,0.0,-0.653846154,2.538461538
3.0,0.307692308,0.307692308,0.307692308,0.307692308,-0.038461538,3.307692308,0.038461538,0.153846154,-0.076923077,0.076923077,0.115384615,0.153846154,0.115384615,0.346153846,2.846153846
3.0,0.115384615,0.115384615,0.038461538,0.269230769,-0.153846154,3.038461538,-0.269230769,0.0,-0.153846154,-0.038461538,-0.076923077,0.038461538,-0.192307692,0.346153846,3.038461538
3.0,0.0,-0.076923077,0.423076923,0.307692308,0.192307692,3.115384615,0.115384615,0.115384615,0.230769231,0.230769231,0.038461538,0.423076923,0.153846154,0.384615385,2.923076923
3.0,0.192307692,0.269230769,0.153846154,0.269230769,0.115384615,3.192307692,-0.038461538,0.038461538,-0.192307692,0.076923077,-0.038461538,0.115384615,0.0,0.423076923,2.807692308
3.0,0.214285714,0.285714286,0.107142857,-0.285714286,0.142857143,3.25,-0.035714286,0.0,-0.142857143,0.0,0.321428571,-0.107142857,-0.285714286,0.25,2.892857143
3.0,0.214285714,0.25,0.035714286,-0.214285714,-0.071428571,3.25,-0.071428571,-0.035714286,-0.035714286,-0.035714286,0.285714286,0.0,-0.107142857,0.214285714,2.571428571
3.0,0.214285714,0.214285714,-0.642857143,-0.214285714,0.035714286,3.214285714,-0.214285714,0.142857143,-0.035714286,0.0,0.428571429,0.035714286,-0.178571429,0.25,2.928571429
3.0,0.321428571,0.25,0.107142857,0.357142857,0.107142857,3.142857143,-0.035714286,0.25,0.035714286,0.25,0.214285714,0.142857143,0.0,0.178571429,2.785714286
3.0,0.0,0.071428571,0.25,0.25,0.0,3.178571429,-0.107142857,0.107142857,-0.035714286,0.285714286,0.392857143,0.107142857,0.071428571,0.214285714,2.892857143
3.0,0.392857143,0.428571429,0.464285714,0.285714286,-0.071428571,3.357142857,-0.035714286,0.214285714,0.107142857,0.0,0.178571429,-0.071428571,-0.25,0.142857143,2.857142857
3.0,0.25,0.25,0.214285714,0.25,0.214285714,3.25,-0.25,0.035714286,-0.214285714,0.071428571,0.571428571,0.178571429,-0.142857143,0.571428571,2.821428571
3.0,0.285714286,0.285714286,0.285714286,0.214285714,-0.107142857,3.214285714,-0.392857143,0.035714286,-0.285714286,0.142857143,0.178571429,0.071428571,-0.214285714,0.357142857,2.714285714
3.0,0.464285714,0.285714286,0.285714286,0.214285714,-0.035714286,3.357142857,-0.035714286,0.0,0.214285714,0.035714286,-0.357142857,0.071428571,0.142857143,0.071428571,2.678571429
3.0,-0.107142857,0.071428571,0.0,0.107142857,0.107142857,3.0,-0.071428571,0.107142857,0.142857143,0.214285714,0.464285714,0.071428571,-0.035714286,0.071428571,2.785714286
3.0,0.321428571,0.321428571,0.0,0.214285714,-0.107142857,3.178571429,-0.214285714,-0.035714286,-0.214285714,-0.035714286,0.107142857,0.214285714,-0.107142857,0.214285714,2.607142857
3.0,0.178571429,0.214285714,0.0,0.357142857,-0.035714286,3.142857143,0.035714286,0.25,0.0,0.142857143,0.5,-0.071428571,-0.321428571,0.357142857,2.785714286
3.0,0.535714286,0.321428571,0.392857143,0.285714286,0.107142857,3.25,-0.214285714,0.071428571,0.107142857,0.107142857,0.178571429,0.285714286,0.0,0.464285714,2.75
3.0,0.142857143,0.214285714,0.142857143,0.035714286,0.035714286,2.928571429,-0.107142857,0.107142857,-0.035714286,0.178571429,0.5,0.107142857,-0.142857143,0.5,2.892857143
